ID, R, G, B
3216,0.6,0.576471,0.627451
3217,0.556863,0.537255,0.568627
3218,0.509804,0.486275,0.541176
3219,0.521569,0.498039,0.552941
3220,0.52549,0.501961,0.556863
3221,0.54902,0.52549,0.580392
3222,0.458824,0.415686,0.439216
3223,0.72549,0.701961,0.709804
3224,1,1,1
3225,0.509804,0.470588,0.466667
3226,0.494118,0.454902,0.458824
3227,0.490196,0.447059,0.462745
3228,0.498039,0.478431,0.505882
3229,0.498039,0.47451,0.513726
3230,0.537255,0.513726,0.560784
3231,0.521569,0.498039,0.552941
3232,0.556863,0.52549,0.580392
3233,0.54902,0.509804,0.54902
3234,1,1,1
3235,1,1,1
3236,0.6,0.580392,0.603922
3237,0.576471,0.552941,0.607843
3238,0.576471,0.552941,0.611765
3239,0.619608,0.596078,0.639216
3240,0.529412,0.505882,0.560784
3241,0.54902,0.52549,0.580392
3242,0.54902,0.52549,0.580392
3243,0.462745,0.439216,0.494118
3244,0.431373,0.384314,0.392157
3245,0.984314,0.984314,0.984314
3246,0.788235,0.764706,0.760784
3247,0.509804,0.462745,0.462745
3248,0.498039,0.45098,0.458824
3249,0.494118,0.47451,0.501961
3250,0.490196,0.466667,0.505882
3251,0.529412,0.505882,0.552941
3252,0.509804,0.486275,0.541176
3253,0.580392,0.54902,0.592157
3254,0.564706,0.52549,0.572549
3255,0.984314,0.980392,0.984314
3256,0.917647,0.905882,0.905882
3257,0.607843,0.572549,0.584314
3258,0.619608,0.588235,0.639216
3259,0.6,0.576471,0.639216
3260,0.537255,0.521569,0.576471
3261,0.556863,0.52549,0.584314
3262,0.619608,0.588235,0.639216
3263,0.505882,0.47451,0.517647
3264,0.454902,0.427451,0.458824
3265,0.447059,0.403922,0.435294
3266,1,1,1
3267,0.992157,0.988235,0.988235
3268,0.490196,0.443137,0.447059
3269,0.478431,0.431373,0.439216
3270,0.52549,0.482353,0.505882
3271,0.545098,0.501961,0.529412
3272,0.517647,0.470588,0.509804
3273,0.517647,0.470588,0.517647
3274,0.52549,0.498039,0.533333
3275,0.556863,0.513726,0.568627
3276,0.784314,0.756863,0.784314
3277,0.694118,0.662745,0.658824
3278,0.6,0.564706,0.576471
3279,0.596078,0.564706,0.615686
3280,0.580392,0.556863,0.619608
3281,0.54902,0.533333,0.588235
3282,0.603922,0.572549,0.631373
3283,0.54902,0.517647,0.568627
3284,0.423529,0.392157,0.435294
3285,0.458824,0.431373,0.462745
3286,0.623529,0.588235,0.615686
3287,1,1,1
3288,0.498039,0.45098,0.454902
3289,0.466667,0.419608,0.427451
3290,0.490196,0.447059,0.470588
3291,0.509804,0.466667,0.494118
3292,0.505882,0.458824,0.498039
3293,0.521569,0.47451,0.521569
3294,0.505882,0.478431,0.513726
3295,0.556863,0.513726,0.568627
3296,0.580392,0.533333,0.572549
3297,1,1,1
3298,0.682353,0.647059,0.654902
3299,0.580392,0.545098,0.552941
3300,0.6,0.568627,0.619608
3301,0.603922,0.580392,0.643137
3302,0.603922,0.588235,0.643137
3303,0.568627,0.537255,0.596078
3304,0.435294,0.403922,0.454902
3305,0.443137,0.411765,0.454902
3306,0.466667,0.439216,0.470588
3307,0.964706,0.960784,0.964706
3308,1,1,1
3309,0.54902,0.505882,0.509804
3310,0.443137,0.396078,0.403922
3311,0.462745,0.419608,0.443137
3312,0.505882,0.462745,0.490196
3313,0.486275,0.439216,0.478431
3314,0.521569,0.47451,0.521569
3315,0.517647,0.486275,0.52549
3316,0.564706,0.521569,0.576471
3317,0.505882,0.462745,0.501961
3318,1,1,1
3319,0.721569,0.690196,0.705882
3320,0.6,0.564706,0.572549
3321,0.639216,0.607843,0.658824
3322,0.619608,0.6,0.658824
3323,0.533333,0.517647,0.572549
3324,0.501961,0.470588,0.529412
3325,0.47451,0.443137,0.494118
3326,0.490196,0.458824,0.501961
3327,0.466667,0.439216,0.470588
3328,1,1,1
3329,0.796078,0.776471,0.780392
3330,0.443137,0.396078,0.403922
3331,0.466667,0.423529,0.447059
3332,0.501961,0.458824,0.486275
3333,0.521569,0.47451,0.513726
3334,0.478431,0.431373,0.478431
3335,0.560784,0.533333,0.568627
3336,0.458824,0.415686,0.470588
3337,0.552941,0.505882,0.545098
3338,1,1,1
3339,0.964706,0.960784,0.960784
3340,0.603922,0.568627,0.580392
3341,0.619608,0.588235,0.643137
3342,0.541176,0.521569,0.584314
3343,0.486275,0.47451,0.509804
3344,0.431373,0.419608,0.458824
3345,0.466667,0.443137,0.501961
3346,0.513726,0.482353,0.545098
3347,0.717647,0.694118,0.717647
3348,1,1,1
3349,0.494118,0.458824,0.478431
3350,0.494118,0.443137,0.470588
3351,0.478431,0.435294,0.470588
3352,0.505882,0.462745,0.521569
3353,0.537255,0.501961,0.564706
3354,0.392157,0.329412,0.396078
3355,0.486275,0.454902,0.513726
3356,0.513726,0.490196,0.533333
3357,0.905882,0.894118,0.898039
3358,0.921569,0.917647,0.917647
3359,0.25098,0.227451,0.243137
3360,0.168627,0.152941,0.188235
3361,0.262745,0.25098,0.278431
3362,0.309804,0.301961,0.32549
3363,0.176471,0.156863,0.2
3364,0.501961,0.47451,0.509804
3365,0.992157,0.992157,0.992157
3366,1,1,1
3367,0.588235,0.54902,0.564706
3368,0.513726,0.466667,0.482353
3369,0.521569,0.478431,0.509804
3370,0.521569,0.478431,0.529412
3371,0.203922,0.172549,0.231373
3372,0.360784,0.317647,0.360784
3373,0.509804,0.494118,0.529412
3374,0.521569,0.509804,0.533333
3375,0.760784,0.741176,0.737255
3376,1,1,1
3377,0.180392,0.164706,0.188235
3378,0.176471,0.160784,0.215686
3379,0.176471,0.164706,0.196078
3380,0.184314,0.168627,0.203922
3381,0.341176,0.313726,0.337255
3382,1,1,1
3383,0.984314,0.984314,0.984314
3384,0.533333,0.486275,0.494118
3385,0.537255,0.494118,0.509804
3386,0.462745,0.423529,0.466667
3387,0.176471,0.145098,0.196078
3388,0.207843,0.192157,0.223529
3389,0.188235,0.184314,0.215686
3390,0.137255,0.129412,0.152941
3391,0.870588,0.843137,0.843137
3392,0.827451,0.819608,0.815686
3393,0.2,0.184314,0.219608
3394,0.184314,0.160784,0.258824
3395,0.192157,0.176471,0.243137
3396,0.184314,0.164706,0.227451
3397,0.654902,0.631373,0.662745
3398,0.678431,0.647059,0.647059
3399,0.192157,0.152941,0.156863
3400,0.160784,0.121569,0.156863
3401,0.180392,0.14902,0.192157
3402,0.211765,0.207843,0.262745
3403,0.188235,0.196078,0.254902
3404,0.196078,0.180392,0.235294
3405,0.356863,0.305882,0.333333
3406,1,1,1
3407,1,1,1
3408,0.313726,0.290196,0.313726
3409,0.215686,0.203922,0.258824
3410,0.235294,0.235294,0.305882
3411,0.227451,0.231373,0.317647
3412,0.203922,0.192157,0.262745
3413,0.733333,0.721569,0.737255
3414,1,1,1
3415,1,1,1
3416,1,1,1
3417,0.203922,0.176471,0.223529
3418,0.258824,0.247059,0.329412
3419,0.247059,0.231373,0.321569
3420,0.231373,0.215686,0.298039
3421,0.172549,0.164706,0.215686
3422,1,1,1
3423,1,1,1
3424,0.192157,0.168627,0.196078
3425,0.223529,0.219608,0.27451
3426,0.270588,0.27451,0.356863
3427,0.290196,0.290196,0.380392
3428,0.25098,0.239216,0.309804
3429,0.686275,0.67451,0.690196
3430,1,1,1
3431,0.258824,0.235294,0.262745
3432,0.270588,0.258824,0.341176
3433,0.286275,0.270588,0.360784
3434,0.254902,0.243137,0.32549
3435,0.196078,0.188235,0.239216
3436,0.662745,0.643137,0.65098
3437,1,1,1
3438,0.592157,0.580392,0.588235
3439,0.203922,0.196078,0.223529
3440,0.270588,0.27451,0.333333
3441,0.337255,0.345098,0.435294
3442,0.321569,0.321569,0.411765
3443,0.239216,0.227451,0.298039
3444,0.619608,0.607843,0.623529
3445,1,1,1
3446,0.258824,0.239216,0.254902
3447,0.25098,0.239216,0.321569
3448,0.266667,0.25098,0.341176
3449,0.262745,0.247059,0.329412
3450,0.168627,0.160784,0.207843
3451,0.188235,0.180392,0.207843
3452,1,1,1
3453,0.921569,0.917647,0.913725
3454,0.247059,0.235294,0.254902
3455,0.203922,0.203922,0.239216
3456,0.247059,0.254902,0.321569
3457,0.290196,0.305882,0.403922
3458,0.290196,0.294118,0.380392
3459,0.301961,0.290196,0.360784
3460,0.537255,0.517647,0.541176
3461,1,1,1
3462,1,1,1
3463,0.247059,0.223529,0.258824
3464,0.247059,0.235294,0.317647
3465,0.301961,0.286275,0.376471
3466,0.215686,0.2,0.282353
3467,0.180392,0.172549,0.223529
3468,0.172549,0.184314,0.247059
3469,0.690196,0.670588,0.694118
3470,1,1,1
3471,0.901961,0.894118,0.901961
3472,0.447059,0.423529,0.462745
3473,0.2,0.184314,0.239216
3474,0.2,0.192157,0.247059
3475,0.239216,0.235294,0.294118
3476,0.266667,0.270588,0.341176
3477,0.313726,0.305882,0.360784
3478,0.286275,0.27451,0.341176
3479,0.262745,0.243137,0.298039
3480,1,1,1
3481,1,1,1
3482,0,0,0
3483,0,0,0
3484,0.12549,0.117647,0.160784
3485,0.207843,0.196078,0.278431
3486,0.2,0.188235,0.262745
3487,0.172549,0.176471,0.227451
3488,0.0588235,0.0588235,0.0627451
3489,0.94902,0.941176,0.945098
3490,0.996078,0.996078,0.996078
3491,0.027451,0.0235294,0.027451
3492,0,0,0
3493,0,0,0
3494,0.141176,0.121569,0.156863
3495,0.196078,0.180392,0.235294
3496,0.223529,0.219608,0.27451
3497,0.219608,0.215686,0.278431
3498,0.231373,0.223529,0.278431
3499,0.25098,0.235294,0.301961
3500,0.231373,0.211765,0.266667
3501,1,1,1
3502,1,1,1
3503,0,0,0
3504,0,0,0
3505,0,0,0
3506,0,0,0
3507,0,0,0
3508,0,0,0
3509,0.0156863,0.0156863,0.0196078
3510,0,0,0
3511,0.686275,0.686275,0.686275
3512,1,1,1
3513,0.92549,0.92549,0.921569
3514,0,0,0
3515,0,0,0
3516,0,0,0
3517,0,0,0
3518,0,0,0
3519,0,0,0
3520,0,0,0
3521,0.00784314,0.00784314,0.00784314
3522,0.105882,0.101961,0.129412
3523,0.113725,0.105882,0.145098
3524,0.196078,0.176471,0.231373
3525,1,1,1
3526,0.501961,0.501961,0.501961
3527,0,0,0
3528,0,0,0
3529,0,0,0
3530,0,0,0
3531,0,0,0
3532,0,0,0
3533,0,0,0
3534,0,0,0
3535,0,0,0
3536,0,0,0
3537,1,1,1
3538,1,1,1
3539,0,0,0
3540,0,0,0
3541,0,0,0
3542,0,0,0
3543,0,0,0
3544,0,0,0
3545,0,0,0
3546,0,0,0
3547,0,0,0
3548,0,0,0
3549,0,0,0
3550,0,0,0
3551,0.501961,0.501961,0.501961
3552,0,0,0
3553,0,0,0
3554,0,0,0
3555,0,0,0
3556,0,0,0
3557,0,0,0
3558,0,0,0
3559,0,0,0
3560,0,0,0
3561,0,0,0
3562,0.501961,0.501961,0.501961
3563,1,1,1
3564,1,1,1
3565,1,1,1
3566,1,1,1
3567,1,1,1
3568,1,1,1
3569,1,1,1
3570,1,1,1
3571,1,1,1
3572,1,1,1
3573,1,1,1
3574,1,1,1
3575,1,1,1
3576,1,1,1
3577,1,1,1
3578,1,1,1
3579,1,1,1
3580,1,1,1
3581,1,1,1
3582,1,1,1
3583,1,1,1
3584,1,1,1
3585,1,1,1
3586,1,1,1
3587,1,1,1
